order Number,ProductID,Discount,Quantity,returnQuantity,returnReason,Compensation Method
1507,233,0.05,2,0,,
1507,22,0.05,1,0,,
1507,274,0.05,4,4,Order Cancelled,Refund
1508,230,0.05,4,0,,
1508,266,0.05,1,0,,
1508,64,0.05,4,0,,
1509,147,0.03,4,0,,
1510,283,0.05,4,0,,
1510,295,0.05,4,0,,
1510,263,0.05,3,0,,
1511,100,0.03,3,1,Other,Voucher
1512,288,0.05,5,0,,
1513,216,0.03,2,0,,
1514,82,0.03,1,0,,
1514,131,0.03,3,0,,
1515,141,0.05,5,0,,
1515,94,0.05,5,0,,
1515,282,0.05,1,0,,
1515,237,0.05,4,0,,
1515,191,0.05,1,0,,
1515,139,0.05,4,0,,
1516,290,0,1,1,Order Cancelled,Voucher
1517,27,0,1,0,,
1518,158,0.05,3,0,,
1518,196,0.05,5,0,,
1519,117,0.05,3,0,,
1519,248,0.05,3,0,,
1520,236,0.05,4,0,,
1520,223,0.05,4,0,,
1521,93,0.05,5,0,,
1521,26,0.05,3,0,,
1522,149,0.05,4,0,,
1522,182,0.05,3,0,,
1523,9,0.05,5,4,Product doesn't match expectations,Refund
1524,109,0,1,0,,
1525,284,0.05,5,0,,
1525,276,0.05,2,0,,
1526,224,0.05,2,1,Product doesn't match expectations,Voucher
1526,222,0.05,3,0,,
1527,87,0.05,3,0,,
1527,251,0.05,2,0,,
1528,212,0.03,4,0,,
1529,221,0.03,3,0,,
1530,116,0.05,2,1,Other,Refund
1530,44,0.05,4,0,,
1530,43,0.05,1,0,,
1530,34,0.05,1,0,,
1531,11,0.03,3,0,,
1532,138,0.03,3,0,,
1533,225,0.03,2,0,,
1534,50,0.05,5,0,,
1534,118,0.05,3,0,,
1534,68,0.05,1,0,,
1535,279,0.05,1,0,,
1535,145,0.05,4,0,,
1536,161,0.05,4,0,,
1536,85,0.05,2,2,Order Cancelled,Refund
1537,165,0.03,4,0,,
1538,28,0.03,2,0,,
1539,201,0.05,4,0,,
1539,206,0.05,4,0,,
1539,24,0.05,1,0,,
1539,217,0.05,2,0,,
1540,10,0.05,1,0,,
1540,272,0.05,4,0,,
1541,134,0.05,5,0,,
1542,204,0.03,3,0,,
1543,115,0.05,5,0,,
1544,99,0.03,3,1,Product is damaged,Refund
1545,294,0.05,4,0,,
1545,160,0.05,1,0,,
1546,154,0.05,1,1,Order Cancelled,Refund
1546,79,0.05,1,1,Order Cancelled,Refund
1546,8,0.05,5,3,Other,Voucher
1546,23,0.05,3,0,,
1546,120,0.05,5,2,Product is damaged,Refund
1546,143,0.05,3,0,,
1546,264,0.05,3,0,,
1546,13,0.05,4,0,,
1546,188,0.05,3,0,,
1547,170,0.05,5,2,Product is damaged,Refund
1547,126,0.05,4,0,,
1547,190,0.05,5,0,,
1548,164,0.03,2,0,,
1549,69,0,1,0,,
1550,140,0.05,4,2,Product doesn't match expectations,Voucher
1550,52,0.05,1,0,,
1550,74,0.05,1,0,,
1550,84,0.05,4,0,,
1551,144,0.05,2,0,,
1551,293,0.05,2,0,,
1551,135,0.05,4,0,,
1552,296,0.05,1,0,,
1552,89,0.05,5,2,Product is damaged,Refund
1552,105,0.05,5,4,Product is damaged,Voucher
1553,278,0.05,1,0,,
1553,66,0.05,5,0,,
1553,46,0.05,5,0,,
1554,7,0.05,3,0,,
1554,151,0.05,3,3,Order Cancelled,Refund
1554,98,0.05,4,0,,
1555,197,0.03,2,2,Order Cancelled,Refund
1556,48,0.05,4,0,,
1556,220,0.05,4,2,Other,Refund
1557,174,0.05,5,0,,
1557,119,0.05,5,4,Other,Voucher
1557,40,0.05,2,0,,
1558,57,0.03,4,4,Order Cancelled,Refund
1559,249,0.05,1,0,,
1559,88,0.05,2,0,,
1559,18,0.05,3,0,,
1559,63,0.05,5,0,,
1560,235,0.05,1,0,,
1560,297,0.05,2,0,,
1560,36,0.05,4,1,Product is damaged,Refund
1561,207,0.03,1,0,,
1561,269,0.03,3,0,,
1562,77,0.05,5,4,Product is damaged,Voucher
1562,45,0.05,5,0,,
1563,130,0.05,4,0,,
1563,133,0.05,1,0,,
1564,41,0.05,5,0,,
1565,273,0.05,3,3,Order Cancelled,Refund
1565,199,0.05,4,0,,
1565,185,0.05,5,0,,
1566,218,0.05,5,0,,
1566,203,0.05,2,0,,
1566,19,0.05,2,0,,
1566,150,0.05,5,0,,
1566,38,0.05,2,0,,
1566,15,0.05,5,4,Product is damaged,Refund
1567,208,0.05,5,0,,
1568,214,0.05,3,0,,
1568,241,0.05,2,0,,
1568,20,0.05,4,0,,
1569,292,0.03,2,0,,
1570,65,0.03,3,0,,
1571,184,0,1,0,,
1572,152,0.05,1,1,Order Cancelled,Voucher
1572,262,0.05,2,2,Order Cancelled,Refund
1572,187,0.05,5,5,Order Cancelled,Voucher
1572,242,0.05,5,4,Other,Voucher
1573,25,0.05,2,0,,
1573,180,0.05,4,3,Product is damaged,Refund
1574,267,0.05,3,0,,
1574,261,0.05,2,0,,
1574,189,0.05,4,1,Product doesn't match expectations,Refund
1575,3,0.05,5,0,,
1576,227,0.03,4,0,,
1577,226,0.03,3,0,,
1578,258,0.03,4,0,,
1579,78,0.05,5,0,,
1580,91,0.03,1,0,,
1580,219,0.03,1,1,Order Cancelled,Refund
1581,29,0.03,3,0,,
1582,128,0.05,4,0,,
1582,172,0.05,3,0,,
1582,163,0.05,2,0,,
1583,30,0.03,1,0,,
1583,97,0.03,1,0,,
1584,260,0.05,5,0,,
1584,103,0.05,3,0,,
1584,92,0.05,1,0,,
1585,245,0.05,4,4,Order Cancelled,Refund
1585,254,0.05,4,0,,
1585,132,0.05,3,0,,
1585,4,0.05,3,0,,
1585,71,0.05,4,0,,
1586,192,0.05,3,0,,
1586,194,0.05,3,2,Product is damaged,Voucher
1587,59,0.05,5,0,,
1587,108,0.05,1,0,,
1588,175,0.03,2,0,,
1588,1,0.03,2,0,,
1589,167,0.05,4,0,,
1589,106,0.05,1,1,Order Cancelled,Refund
1589,90,0.05,3,0,,
1589,54,0.05,1,0,,
1589,116,0.05,2,0,,
1590,147,0.05,2,0,,
1590,209,0.05,2,2,Order Cancelled,Refund
1590,21,0.05,5,0,,
1590,276,0.05,2,0,,
1590,66,0.05,1,1,Order Cancelled,Voucher
1591,244,0.05,5,0,,
1591,228,0.05,2,0,,
1592,58,0.05,4,3,Product doesn't match expectations,Refund
1592,162,0.05,3,0,,
1592,273,0.05,5,0,,
1593,41,0.05,4,0,,
1593,83,0.05,1,1,Order Cancelled,Voucher
1594,49,0.05,3,0,,
1594,85,0.05,4,0,,
1594,284,0.05,5,0,,
1594,213,0.05,3,0,,
1594,188,0.05,5,0,,
1595,171,0.05,3,0,,
1595,17,0.05,5,5,Order Cancelled,Voucher
1595,190,0.05,1,0,,
1595,277,0.05,3,0,,
1595,161,0.05,1,0,,
1596,62,0.05,5,0,,
1596,38,0.05,5,5,Order Cancelled,Refund
1597,278,0.05,4,0,,
1597,148,0.05,4,1,Other,Refund
1598,130,0.05,2,0,,
1598,118,0.05,5,0,,
1598,186,0.05,1,0,,
1598,180,0.05,5,0,,
1599,166,0.05,3,0,,
1599,179,0.05,5,0,,
1599,286,0.05,4,4,Order Cancelled,Refund
1599,105,0.05,2,0,,
1600,216,0.05,2,0,,
1600,294,0.05,3,0,,
1600,42,0.05,1,0,,
1601,102,0.03,4,0,,
1602,288,0.05,1,0,,
1602,192,0.05,5,0,,
1602,151,0.05,3,0,,
1603,55,0.03,2,0,,
1604,145,0.05,4,0,,
1604,107,0.05,2,0,,
1605,243,0.05,5,0,,
1605,281,0.05,4,0,,
1605,267,0.05,2,0,,
1605,225,0.05,2,2,Order Cancelled,Voucher
1606,223,0.05,4,0,,
1606,100,0.05,4,0,,
1606,203,0.05,1,0,,
1606,68,0.05,1,0,,
1607,104,0,1,0,,
1608,95,0.05,4,3,Product doesn't match expectations,Voucher
1608,93,0.05,5,0,,
1608,296,0.05,5,0,,
1609,7,0.05,5,0,,
1609,249,0.05,4,0,,
1609,153,0.05,5,1,Product is damaged,Voucher
1610,262,0.05,2,1,Product is damaged,Voucher
1610,51,0.05,3,3,Order Cancelled,Refund
1610,133,0.05,4,0,,
1610,90,0.05,4,2,Product doesn't match expectations,Voucher
1610,22,0.05,3,0,,
1611,220,0.03,2,0,,
1612,47,0.05,2,0,,
1612,155,0.05,5,0,,
1613,240,0.05,5,2,Product is damaged,Voucher
1613,138,0.05,5,3,Product is damaged,Voucher
1613,230,0.05,4,0,,
1613,150,0.05,2,0,,
1614,149,0.05,4,0,,
1614,226,0.05,3,0,,
1614,86,0.05,1,0,,
1614,251,0.05,1,0,,
1615,99,0.03,4,1,Product is damaged,Refund
1616,137,0.05,3,0,,
1616,136,0.05,3,0,,
1617,183,0.05,3,0,,
1617,283,0.05,2,0,,
1618,20,0.05,5,0,,
1619,258,0.05,3,1,Product doesn't match expectations,Refund
1619,35,0.05,5,0,,
1619,54,0.05,2,2,Order Cancelled,Refund
1619,92,0.05,4,0,,
1620,141,0.05,4,0,,
1620,170,0.05,4,0,,
1621,122,0.03,2,0,,
1622,46,0.03,3,3,Order Cancelled,Refund
1622,202,0.03,1,0,,
1623,212,0.03,2,1,Product is damaged,Refund
1624,113,0.03,2,2,Order Cancelled,Refund
1625,52,0.03,3,0,,
1626,119,0.05,5,2,Product doesn't match expectations,Refund
1627,210,0.05,3,3,Order Cancelled,Voucher
1627,163,0.05,2,0,,
1628,48,0.05,5,0,,
1628,242,0.05,5,0,,
1628,254,0.05,1,0,,
1629,8,0.05,4,0,,
1629,208,0.05,3,0,,
1630,164,0.05,2,0,,
1630,59,0.05,4,0,,
1631,270,0.05,1,1,Order Cancelled,Voucher
1631,65,0.05,3,0,,
1631,274,0.05,2,0,,
1632,252,0.05,5,0,,
1633,123,0.05,3,0,,
1633,237,0.05,5,0,,
1633,159,0.05,1,0,,
1633,24,0.05,1,0,,
1634,126,0.03,3,0,,
1635,28,0.03,2,0,,
1636,282,0.05,2,0,,
1636,139,0.05,3,0,,
1637,193,0.05,1,0,,
1637,279,0.05,3,0,,
1637,64,0.05,4,0,,
1638,80,0.03,4,1,Product doesn't match expectations,Voucher
1639,75,0.03,4,0,,
1640,36,0,1,0,,
1641,200,0.03,2,2,Order Cancelled,Voucher
1642,291,0.03,4,2,Product doesn't match expectations,Voucher
1643,189,0.05,1,1,Order Cancelled,Voucher
1643,272,0.05,4,3,Other,Voucher
1643,196,0.05,5,0,,
1644,232,0,1,0,,
1645,84,0.03,1,0,,
1645,23,0.03,2,0,,
1646,125,0.05,5,1,Other,Voucher
1646,121,0.05,1,1,Order Cancelled,Refund
1647,101,0.05,5,0,,
1647,255,0.05,1,0,,
1648,129,0.05,4,0,,
1648,201,0.05,1,0,,
1649,197,0.05,5,0,,
1649,78,0.05,3,0,,
1649,241,0.05,1,0,,
1650,53,0.05,3,0,,
1650,11,0.05,2,0,,
1650,44,0.05,5,0,,
1650,165,0.05,2,1,Other,Voucher
1650,72,0.05,1,0,,
1651,185,0.05,3,1,Product doesn't match expectations,Voucher
1651,293,0.05,3,0,,
1652,79,0.05,5,0,,
1652,178,0.05,1,0,,
1653,56,0.03,4,0,,
1654,27,0.05,4,0,,
1654,173,0.05,1,0,,
1654,108,0.05,2,0,,
1654,290,0.05,2,2,Order Cancelled,Refund
1655,120,0.05,5,0,,
1656,34,0.05,2,0,,
1656,135,0.05,5,0,,
1656,198,0.05,3,2,Product is damaged,Voucher
1657,233,0.03,1,0,,
1657,12,0.03,1,0,,
1658,295,0.05,2,0,,
1658,204,0.05,2,0,,
1658,96,0.05,4,0,,
1658,2,0.05,4,4,Order Cancelled,Voucher
1658,250,0.05,2,1,Product is damaged,Refund
1659,61,0.05,3,0,,
1659,131,0.05,3,0,,
1659,215,0.05,3,0,,
1659,112,0.05,4,0,,
1659,31,0.05,2,0,,
1660,234,0.05,5,3,Product is damaged,Refund
1660,268,0.05,3,0,,
1660,158,0.05,5,0,,
1661,111,0.05,2,0,,
1661,298,0.05,5,0,,
1662,229,0.03,4,0,,
1663,114,0.05,5,5,Order Cancelled,Voucher
1664,182,0.05,5,3,Product is damaged,Voucher
1665,76,0.05,5,4,Product is damaged,Voucher
1665,265,0.05,3,2,Product is damaged,Voucher
1666,261,0.03,4,0,,
1667,142,0.05,2,2,Order Cancelled,Voucher
1667,15,0.05,4,0,,
1667,146,0.05,4,0,,
1668,289,0.05,4,0,,
1668,260,0.05,2,0,,
1668,187,0.05,4,0,,
1668,140,0.05,4,0,,
1669,19,0.05,5,0,,
1669,91,0.05,3,1,Product doesn't match expectations,Refund
1669,280,0.05,1,0,,
1670,89,0.03,3,1,Product doesn't match expectations,Voucher
1671,176,0.03,2,0,,
1671,87,0.03,1,0,,
1672,60,0.05,3,1,Product is damaged,Refund
1672,275,0.05,3,1,Product doesn't match expectations,Voucher
1673,70,0.05,4,0,,
1673,191,0.05,2,2,Order Cancelled,Refund
1674,57,0.05,4,0,,
1674,71,0.05,4,0,,
1675,69,0.03,3,3,Order Cancelled,Voucher
1676,43,0.03,2,0,,
1677,219,0.05,3,0,,
1677,67,0.05,1,0,,
1677,168,0.05,5,1,Product is damaged,Voucher
1678,14,0.03,4,0,,
1679,199,0.05,1,1,Order Cancelled,Voucher
1679,214,0.05,5,0,,
1680,160,0,1,0,,
1681,77,0.05,5,0,,
1681,154,0.05,2,0,,
1681,1,0.05,2,0,,
1681,3,0.05,5,0,,
1682,37,0.03,2,2,Order Cancelled,Refund
1683,9,0.05,3,0,,
1683,10,0.05,1,0,,
1683,103,0.05,4,2,Product is damaged,Refund
1684,247,0.05,3,2,Product is damaged,Refund
1684,124,0.05,3,0,,
1684,18,0.05,4,0,,
1685,217,0.03,2,0,,
1686,5,0.05,4,0,,
1686,128,0.05,1,0,,
1687,109,0.05,5,0,,
1688,127,0.05,1,1,Order Cancelled,Voucher
1688,271,0.05,4,0,,
1689,299,0.05,1,0,,
1689,26,0.05,4,0,,
1689,175,0.05,4,1,Product doesn't match expectations,Refund
1690,264,0.03,3,3,Order Cancelled,Voucher
1691,184,0.05,3,0,,
1691,245,0.05,4,0,,
1692,13,0.05,5,0,,
1693,32,0.03,3,0,,
1694,144,0.05,5,0,,
1695,98,0.05,5,0,,
1695,269,0.05,5,0,,
1696,235,0.05,1,1,Order Cancelled,Voucher
1696,287,0.05,5,4,Product doesn't match expectations,Voucher
1696,45,0.05,4,0,,
1697,256,0.05,5,0,,
1697,174,0.05,3,2,Product doesn't match expectations,Voucher
1697,81,0.05,1,0,,
1698,152,0.05,4,0,,
1698,117,0.05,1,0,,
1699,266,0.05,5,0,,
1699,63,0.05,2,0,,
1699,74,0.05,5,3,Product doesn't match expectations,Refund
1699,231,0.05,4,2,Product doesn't match expectations,Voucher
1699,16,0.05,1,0,,
1699,4,0.05,2,0,,
1699,157,0.05,4,0,,
1699,132,0.05,5,0,,
1699,82,0.05,2,0,,
1700,257,0.05,1,1,Order Cancelled,Refund
1700,297,0.05,3,0,,
1700,248,0.05,4,0,,
1700,88,0.05,1,0,,
1701,236,0,1,1,Order Cancelled,Voucher
1702,40,0.05,5,0,,
1703,50,0.03,3,1,Product doesn't match expectations,Voucher
1704,30,0.05,5,0,,
1704,97,0.05,5,0,,
1704,94,0.05,4,0,,
1704,177,0.05,3,0,,
1705,110,0.05,2,0,,
1705,39,0.05,2,0,,
1705,73,0.05,3,0,,
1706,253,0.03,3,0,,
1707,207,0.05,3,0,,
1707,292,0.05,4,0,,
1708,206,0,1,0,,
1709,227,0.05,2,1,Product is damaged,Refund
1709,195,0.05,2,0,,
1709,211,0.05,2,0,,
1710,263,0,1,0,,
1711,115,0.05,3,0,,
1711,218,0.05,1,0,,
1711,246,0.05,3,1,Product doesn't match expectations,Voucher
1711,221,0.05,3,2,Other,Refund
1711,25,0.05,3,0,,
1712,205,0.03,4,0,,
1713,285,0.05,3,0,,
1713,169,0.05,5,1,Product doesn't match expectations,Refund
1713,194,0.05,1,0,,
1714,238,0.05,2,2,Order Cancelled,Refund
1714,239,0.05,3,0,,
1715,106,0.03,2,0,,
1716,222,0.05,3,1,Product is damaged,Voucher
1716,181,0.05,5,0,,
1716,134,0.05,3,1,Product doesn't match expectations,Voucher
1716,29,0.05,5,0,,
1717,6,0.05,1,0,,
1717,143,0.05,5,0,,
1718,224,0.05,2,0,,
1718,33,0.05,2,1,Product is damaged,Refund
1718,259,0.05,4,0,,
1718,167,0.05,5,3,Other,Voucher
1718,172,0.05,3,0,,
1718,156,0.05,5,0,,
1718,130,0.05,5,0,,
1718,122,0.05,2,0,,
1719,112,0,1,0,,
1720,98,0.03,2,0,,
1721,102,0.05,1,1,Order Cancelled,Refund
1721,141,0.05,4,0,,
1722,176,0.05,4,0,,
1722,255,0.05,3,2,Product doesn't match expectations,Voucher
1723,231,0.05,4,0,,
1723,271,0.05,1,0,,
1724,118,0.05,5,0,,
1724,119,0.05,2,0,,
1725,254,0.05,4,2,Product is damaged,Refund
1725,77,0.05,3,0,,
1725,132,0.05,5,1,Product doesn't match expectations,Voucher
1726,287,0.03,4,1,Other,Voucher
1727,147,0.05,5,5,Order Cancelled,Voucher
1727,94,0.05,3,0,,
1727,265,0.05,2,1,Product doesn't match expectations,Voucher
1728,143,0.05,1,1,Order Cancelled,Voucher
1728,68,0.05,4,0,,
1728,257,0.05,5,3,Other,Voucher
1728,49,0.05,5,0,,
1728,55,0.05,3,0,,
1729,79,0.03,2,1,Product doesn't match expectations,Refund
1730,212,0.03,4,0,,
1731,46,0.03,3,0,,
1732,5,0.05,1,1,Order Cancelled,Refund
1732,227,0.05,3,0,,
1732,165,0.05,3,0,,
1732,242,0.05,5,0,,
1733,297,0.05,5,2,Other,Refund
1734,89,0,1,0,,
1735,198,0.05,4,3,Product doesn't match expectations,Refund
1735,75,0.05,3,3,Order Cancelled,Voucher
1736,247,0.05,4,0,,
1736,224,0.05,3,0,,
1736,288,0.05,3,1,Other,Refund
1737,158,0.03,3,0,,
1737,60,0.03,1,0,,
1738,24,0.05,4,0,,
1738,125,0.05,5,0,,
1739,272,0.05,5,0,,
1740,61,0.05,3,0,,
1740,241,0.05,2,0,,
1740,146,0.05,2,0,,
1740,3,0.05,1,0,,
1741,223,0.05,2,0,,
1741,202,0.05,4,0,,
1742,162,0,1,0,,
1743,140,0.05,2,0,,
1743,50,0.05,3,0,,
1743,205,0.05,1,0,,
1744,8,0.05,5,0,,
1744,266,0.05,2,0,,
1745,207,0.03,4,0,,
1746,164,0.05,2,0,,
1746,204,0.05,5,3,Product is damaged,Refund
1747,19,0.03,3,0,,
1748,267,0,1,0,,
1749,163,0.05,5,1,Product doesn't match expectations,Refund
1749,217,0.05,1,0,,
1749,220,0.05,3,0,,
1749,179,0.05,4,0,,
1749,40,0.05,2,0,,
1749,239,0.05,4,0,,
1750,145,0.05,4,0,,
1750,268,0.05,3,0,,
1750,123,0.05,4,0,,
1750,43,0.05,5,0,,
1750,286,0.05,3,0,,
1751,280,0.03,4,0,,
1752,47,0.03,4,0,,
1753,103,0.03,4,0,,
1754,31,0.05,5,0,,
1754,67,0.05,2,0,,
1754,59,0.05,2,0,,
1755,167,0.03,3,0,,
1756,228,0.03,1,0,,
1756,127,0.03,2,0,,
1757,92,0.03,4,0,,
1758,296,0.03,3,0,,
1759,249,0.05,4,0,,
1759,292,0.05,5,1,Product doesn't match expectations,Voucher
1759,289,0.05,3,1,Product doesn't match expectations,Refund
1759,251,0.05,3,0,,
1759,84,0.05,2,0,,
1760,221,0.05,4,0,,
1760,29,0.05,1,0,,
1760,170,0.05,1,0,,
1761,4,0.05,3,2,Product is damaged,Refund
1761,258,0.05,4,2,Product is damaged,Voucher
1762,256,0.05,2,0,,
1762,134,0.05,4,0,,
1763,56,0.05,1,0,,
1763,153,0.05,4,0,,
1763,191,0.05,1,0,,
1763,148,0.05,4,0,,
1764,219,0.03,1,0,,
1764,237,0.03,1,0,,
1765,189,0.05,1,1,Order Cancelled,Voucher
1765,210,0.05,4,0,,
1765,299,0.05,5,0,,
1766,18,0.05,2,0,,
1766,222,0.05,3,0,,
1767,95,0.05,5,0,,
1767,9,0.05,4,0,,
1768,27,0,1,0,,
1769,16,0.05,5,1,Product is damaged,Refund
1769,230,0.05,5,0,,
1770,215,0.05,4,4,Order Cancelled,Voucher
1770,278,0.05,1,0,,
1770,26,0.05,3,2,Product is damaged,Refund
1771,131,0.05,5,0,,
1772,115,0.03,4,0,,
1773,178,0.03,2,0,,
1774,101,0.03,2,0,,
1775,110,0.03,3,3,Order Cancelled,Refund
1776,93,0.03,2,0,,
1777,155,0.03,3,0,,
1778,184,0.03,3,0,,
1779,214,0.05,3,0,,
1779,245,0.05,2,1,Product is damaged,Refund
1779,225,0.05,5,4,Product doesn't match expectations,Voucher
1779,76,0.05,5,0,,
1780,260,0.05,3,0,,
1780,107,0.05,5,0,,
1781,216,0.03,4,0,,
1782,82,0.05,4,2,Product is damaged,Voucher
1782,206,0.05,5,0,,
1783,252,0.05,2,0,,
1783,32,0.05,2,0,,
1783,171,0.05,5,4,Other,Refund
1784,201,0.05,1,0,,
1784,78,0.05,5,0,,
1785,2,0.03,3,2,Product is damaged,Voucher
1786,128,0,1,0,,
1787,144,0.03,4,1,Other,Voucher
1788,298,0.05,1,1,Order Cancelled,Voucher
1788,69,0.05,2,0,,
1788,129,0.05,2,1,Other,Refund
1788,23,0.05,4,0,,
1789,246,0.05,4,4,Order Cancelled,Voucher
1789,244,0.05,4,2,Other,Voucher
1790,48,0.05,2,0,,
1790,1,0.05,1,0,,
1790,284,0.05,3,0,,
1790,291,0.05,1,0,,
1791,203,0.05,5,0,,
1792,70,0.03,3,0,,
1793,30,0.03,3,0,,
1793,113,0.03,1,0,,
1794,262,0.05,3,0,,
1794,108,0.05,4,0,,
1795,7,0.03,4,4,Order Cancelled,Refund
1796,187,0.03,2,0,,
1797,22,0,1,0,,
1798,111,0.05,4,0,,
1798,71,0.05,5,0,,
1799,259,0.05,2,0,,
1799,14,0.05,4,0,,
1799,73,0.05,3,0,,
1800,236,0.05,1,0,,
1800,51,0.05,4,0,,
1800,97,0.05,3,0,,
1801,114,0,1,0,,
1802,120,0.05,2,0,,
1802,126,0.05,3,0,,
1803,169,0.05,5,0,,
1803,6,0.05,3,0,,
1803,91,0.05,2,0,,
1804,66,0.03,1,0,,
1804,151,0.03,1,0,,
1805,10,0.05,3,0,,
1805,99,0.05,3,2,Other,Refund
1805,156,0.05,4,0,,
1806,109,0.05,4,0,,
1806,270,0.05,3,0,,
1806,11,0.05,2,0,,
1806,17,0.05,3,2,Product is damaged,Refund
1807,87,0.03,3,0,,
1808,182,0.05,3,0,,
1808,34,0.05,3,0,,
1808,21,0.05,3,0,,
1808,63,0.05,5,0,,
1808,100,0.05,2,0,,
1809,243,0.05,5,0,,
1809,65,0.05,1,1,Order Cancelled,Refund
1810,192,0.03,2,0,,
1811,211,0.05,3,0,,
1811,154,0.05,3,0,,
1812,175,0.05,3,2,Product doesn't match expectations,Voucher
1812,186,0.05,4,0,,
1812,12,0.05,4,0,,
1812,36,0.05,1,0,,
1812,116,0.05,5,0,,
1813,218,0.05,4,0,,
1813,149,0.05,2,0,,
1813,282,0.05,4,0,,
1814,64,0.03,4,2,Product is damaged,Refund
1815,53,0.05,3,0,,
1815,20,0.05,2,0,,
1816,166,0,1,0,,
1817,150,0.05,4,0,,
1817,52,0.05,3,0,,
1817,35,0.05,1,0,,
1818,196,0.05,4,0,,
1818,274,0.05,5,0,,
1818,183,0.05,4,0,,
1819,85,0.03,4,0,,
1820,294,0.03,4,0,,
1821,39,0.03,3,0,,
1822,157,0.03,3,3,Order Cancelled,Refund
1823,28,0.03,4,1,Other,Voucher
1824,277,0.05,4,0,,
1824,13,0.05,5,0,,
1825,38,0,1,0,,
1826,209,0.05,5,0,,
1827,232,0.03,2,0,,
1828,138,0.05,1,0,,
1828,105,0.05,2,0,,
1828,159,0.05,5,2,Product doesn't match expectations,Voucher
1828,90,0.05,1,0,,
1828,106,0.05,2,0,,
1829,279,0.05,5,0,,
1829,197,0.05,3,3,Order Cancelled,Refund
1829,250,0.05,4,0,,
1829,80,0.05,1,0,,
1830,190,0.05,4,0,,
1830,213,0.05,1,0,,
1830,263,0.05,4,0,,
1830,168,0.05,4,1,Product is damaged,Voucher
1830,83,0.05,4,0,,
1830,96,0.05,4,0,,
1831,177,0.05,4,4,Order Cancelled,Refund
1831,181,0.05,1,0,,
1831,25,0.05,1,0,,
1831,226,0.05,1,1,Order Cancelled,Voucher
1831,264,0.05,4,0,,
1832,235,0.03,2,0,,
1833,253,0.05,5,0,,
1834,152,0,1,0,,
1835,276,0,1,0,,
1836,37,0.03,4,0,,
1837,188,0.03,3,0,,
1838,161,0.05,5,0,,
1839,275,0,1,1,Order Cancelled,Refund
1840,290,0.03,2,0,,
1841,199,0.05,5,0,,
1841,44,0.05,4,0,,
1841,240,0.05,2,1,Product doesn't match expectations,Refund
1841,133,0.05,3,0,,
1842,273,0.03,1,0,,
1842,233,0.03,2,0,,
1843,74,0.03,4,0,,
1844,195,0.05,5,2,Product doesn't match expectations,Refund
1845,42,0.05,2,1,Product is damaged,Voucher
1845,117,0.05,3,0,,
1845,54,0.05,5,0,,
1845,229,0.05,2,0,,
1845,139,0.05,1,0,,
1846,180,0.05,4,0,,
1846,142,0.05,2,0,,
1847,295,0,1,0,,
1848,173,0.05,3,0,,
1848,160,0.05,2,1,Product is damaged,Refund
1849,194,0.05,1,0,,
1849,193,0.05,4,0,,
1849,261,0.05,5,2,Other,Voucher
1849,234,0.05,1,1,Order Cancelled,Voucher
1850,57,0.05,1,0,,
1850,81,0.05,4,0,,
1851,121,0.05,1,0,,
1851,248,0.05,5,0,,
1851,269,0.05,4,0,,
1851,15,0.05,3,0,,
1852,285,0.05,5,0,,
1852,293,0.05,3,0,,
1852,45,0.05,2,0,,
1852,283,0.05,5,3,Other,Refund
1852,281,0.05,2,0,,
1853,58,0.05,5,0,,
1854,104,0.03,2,0,,
1855,185,0.03,4,0,,
1856,135,0.03,4,0,,
1857,137,0.05,5,0,,
1858,208,0.05,2,0,,
1858,136,0.05,1,0,,
1858,172,0.05,4,1,Product doesn't match expectations,Refund
1859,41,0.05,3,0,,
1859,200,0.05,2,0,,
1860,86,0.05,1,1,Order Cancelled,Voucher
1860,72,0.05,5,0,,
1860,238,0.05,4,0,,
1860,33,0.05,3,0,,
1860,88,0.05,2,0,,
1860,124,0.05,5,0,,
1861,174,0.05,5,0,,
1862,62,0.05,5,1,Product is damaged,Voucher
1863,25,0.03,4,1,Other,Refund
1864,289,0.05,5,0,,
1865,115,0.03,2,0,,
1866,9,0,1,0,,
1867,247,0.03,4,0,,
1868,270,0.03,4,0,,
1869,181,0.03,2,0,,
1870,281,0.05,5,0,,
1870,137,0.05,2,0,,
1870,159,0.05,4,0,,
1870,205,0.05,4,0,,
1870,30,0.05,3,1,Product doesn't match expectations,Voucher
1870,229,0.05,3,0,,
1871,78,0.05,5,0,,
1871,237,0.05,1,0,,
1871,273,0.05,4,0,,
1872,258,0.05,2,0,,
1872,44,0.05,5,0,,
1873,213,0.05,4,4,Order Cancelled,Voucher
1873,152,0.05,3,0,,
1874,167,0.05,5,0,,
1874,223,0.05,5,0,,
1874,201,0.05,5,0,,
1875,66,0,1,0,,
1876,244,0,1,0,,
1877,160,0.05,3,0,,
1877,185,0.05,3,1,Product is damaged,Voucher
1878,113,0.03,4,0,,
1879,293,0.03,2,0,,
1880,187,0.03,2,0,,
1881,210,0,1,0,,
1882,174,0.03,1,1,Order Cancelled,Voucher
1882,133,0.03,2,0,,
1883,191,0.05,4,0,,
1883,251,0.05,4,0,,
1883,101,0.05,1,0,,
1883,96,0.05,3,2,Product doesn't match expectations,Refund
1884,288,0.05,5,0,,
